ERAID,Rank,Title,FoR1,FoR1 Name,FoR2,FoR2 Name,FoR3,FoR2 Name,ISSN1,ISSN2,ISSN3,ISSN4
2212,B,The FEBS Journal,0601,Biochemistry and Cell Biology,1101,Medical Biochemistry and Metabolomics,,,1742-464X,0014-2956,1742-4658,
33319,C,The Federal Lawyer,1801,Law,,,,,1080-675X,0279-4691,,
152,B,The Fibonacci Quarterly: a journal devoted to the study of integers with special properties,0101,Pure Mathematics,,,,,0015-0517,,,
35354,C,The Film Journal,1902,"Film, Television and Digital Media",,,,,1542-0868,,,
41204,A,The Financial Review (Statesboro),1502,"Banking, Finance and Investment",,,,,0732-8516,1540-6288,,
40172,C,The Finnish Yearbook of International Law,1801,Law,,,,,0786-6453,0788-4397,,
33332,B,The Florida Tax Review,1801,Law,,,,,1066-3487,,,
10347,C,The Flutist Quarterly,1904,Performing Arts and Creative Writing,,,,,8756-8667,,,
16134,C,The Foot,1103,Clinical Sciences,,,,,0958-2592,1532-2963,,
41767,C,The Fourth R (Santa Rosa): an advocate for religious literacy,2204,Religion and Religious Studies,,,,,0893-1658,,,
10857,C,"The Futurist: a journal of forecasts, trends, and ideas about the future",1608,Sociology,,,,,0016-3317,,,
9972,A,The Galpin Society Journal: for the study of musical instruments,1904,Performing Arts and Creative Writing,,,,,0072-0127,,,
35974,B,The Geneva Risk and Insurance Review,1501,"Accounting, Auditing and Accountability",1502,"Banking, Finance and Investment",,,1554-964X,1554-9658,0926-4957,
33348,B,The Georgetown Journal of Gender and the Law,1801,Law,,,,,1525-6146,,,
11858,A,The Germanic Review,2005,Literary Studies,,,,,0016-8890,1930-6962,,
36150,C,The Globe,1604,Human Geography,,,,,0311-3930,0811-9511,,
7125,B,The Great Circle,2103,Historical Studies,,,,,0156-8698,,,
2888,C,The Great Lakes Entomologist,0608,Zoology,,,,,0090-0222,,,
33363,C,The Green Bag: an entertaining journal of law,1801,Law,,,,,1095-5216,,,
30405,C,The Harvard Journal of World Affairs,1606,Political Science,,,,,1068-1485,,,
8426,C,The Harvard Review of Philosophy,2203,Philosophy ,1702,Cognitive Science,,,1062-6239,,,
34881,A,The Haskins Society Journal: studies in medieval history,2103,Historical Studies,,,,,0963-4959,,,
16187,C,The Heart Surgery Forum: a cardiothoracic multimedia journal,1102,Cardiovascular Medicine and Haematology,,,,,1098-3511,1522-6662,,
11872,C,The Hemingway Review,2005,Literary Studies,,,,,0276-3362,1548-4815,,
11873,C,The Henry James Review,2005,Literary Studies,,,,,0273-0340,1080-6555,,
33890,C,The High Court Quarterly Review,1801,Law,,,,,1449-9037,,,
20783,C,The High School Journal,1301,Education Systems ,,,,,0018-1498,1534-5157,,
7175,C,The Historian (East Lansing): a journal of history,2103,Historical Studies,,,,,0018-2370,1540-6563,,
7220,A,The History of the Family,2103,Historical Studies,,,,,1081-602X,1873-5398,,
1805,A,The Holocene: a major interdisciplinary journal focusing on recent environmental change,0403,Geology,0406,Physical Geography and Environmental Geoscience,,,0959-6836,1477-0911,,
5440,C,The Horticulturist,0706,Horticultural Production,,,,,0964-8992,,,
11883,C,The Hurricane Review,2005,Literary Studies,,,,,1932-0892,1074-0228,,
10363,C,The Hymn: a journal of congregational song,1904,Performing Arts and Creative Writing,,,,,0018-8271,,,
35398,B,The I C F A I Journal of Alternative Dispute Resolution,1801,Law,,,,,0972-6969,,,
39737,C,The I S M E Journal: multidisciplinary journal of microbial ecology,0605,Microbiology ,1002,Environmental Biotechnology,,,1751-7362,1751-7370,,
30565,C,The ICFAI Journal of Applied Economics,1402,Applied Economics,,,,,0972-6861,,,
18377,C,The ICFAI Journal of Monetary Economics,1402,Applied Economics,,,,,0972-9291,,,
17600,C,The ICFAI Journal of Science and Technology,MD,Multidisciplinary,,,,,0973-2268,,,
18689,C,The Independent Review: a journal of political economy,1402,Applied Economics,,,,,1086-1653,,,
35233,C,The Indo-Pacific Journal of Phenomenology,2203,Philosophy ,,,,,1445-7377,,,
35971,B,The Information Management Journal,0806,Information Systems,,,,,1535-2897,1050-2343,,
17909,A,The Information Society,0807,Library and Information Studies,,,,,0197-2243,1087-6537,,
7246,C,The Innes Review,2103,Historical Studies,,,,,0020-157X,1745-5219,,
35701,Not ranked,The Interdisciplinary Journal of Problem-Based Learning,1302,Curriculum and Pedagogy ,,,,,1541-5015,,,
32066,C,The International Arab Journal of Information Technology,08,Information and Computing Sciences,,,,,1683-3198,,,
34659,A*,The International Communication Gazette,1903,Journalism and Professional Writing,2001,Communication and Media Studies,,,1748-0485,0016-5492,,
20573,C,The International Electronic Journal of Health Education,1302,Curriculum and Pedagogy ,1106,Human Movement and Sports Science,,,1529-1944,,,
31130,C,The International Entrepreneurship and Management Journal,1503,Business and Management,,,,,1554-7191,1555-1938,,
40102,Not ranked,The International Gramsci Journal,1606,Political Science,,,,,1836-6554,,,
32313,C,The International Journal for Technology in Mathematics Education,0101,Pure Mathematics,,,,,1744-2710,1362-7368,1351-0789,
11385,B,The International Journal for the History of Engineering and Technology,2202,History and Philosophy Of Specific Fields,,,,,1758-1206,1750-3523,0372-0187,
19087,A,The International Journal of Accounting,1501,"Accounting, Auditing and Accountability",,,,,1094-4060,0020-7063,,
39931,C,The International Journal of Applied Psychoanalytic Studies,1701,Psychology,,,,,1742-3341,1556-9187,,
20874,A,The International Journal of Architectual Computing,1201,Architecture,,,,,1478-0771,,,
2222,B,The International Journal of Biochemistry and Cell Biology,0601,Biochemistry and Cell Biology,,,,,1357-2725,1878-5875,0020-711X,
31202,C,The International Journal of Business and Finance Research,1502,"Banking, Finance and Investment",,,,,1931-0269,,,
35620,A,The International Journal of Children's Rights,1801,Law,,,,,0927-5568,1571-8182,,
41430,B,The International Journal of Chronic Obstructive Pulmonary Disease,1102,Cardiovascular Medicine and Haematology,,,,,1176-9106,,,
33893,B,The International Journal of Comparative Labour Law and Industrial Relations,1801,Law,,,,,0952-617X,1875-838X,,
35329,A,The International Journal of Cultural Policy,2002,Cultural Studies,2001,Communication and Media Studies,,,1028-6632,1477-2833,,
22201,C,The International Journal of Developmental Biology,11,Medical and Health Sciences,,,,,0214-6282,1696-3547,,
36138,C,The International Journal of Digital Accounting Research,1501,"Accounting, Auditing and Accountability",,,,,1577-8517,,,
36441,C,"The International Journal of Environmental, Cultural, Economic and Social Sustainability",MD,Multidisciplinary,,,,,1832-2077,,,
34136,C,The International Journal of Essential Oil Therapeutics: exploring the bioactivity of aromatic plants,1104,Complementary and Alternative Medicine,,,,,1532-2106,0962-4562,,
33895,C,The International Journal of Human Rights,1801,Law,,,,,1364-2987,1744-053X,,
20233,B,The International Journal of Learning,0807,Library and Information Studies,1303,Specialist Studies In Education,,,1447-9494,1447-9540,,
19348,B,The International Journal of Logistics Management,1503,Business and Management,1507,Transportation and Freight Services,,,0957-4093,,,
35687,C,The International Journal of Management Education,1302,Curriculum and Pedagogy ,1503,Business and Management,,,1472-8117,,,
40234,C,The International Journal of Microsimulation,MD,Multidisciplinary,,,,,1747-5864,,,
4204,C,The International Journal of Pavement Engineering,0905,Civil Engineering,,,,,1029-8436,1477-268X,,
4205,C,The International Journal of Pavement Engineering and Asphalt Technology,0905,Civil Engineering,,,,,1464-8164,,,
14091,C,The International Journal of Psychiatric Nursing Research,1110,Nursing,,,,,0968-0624,,,
6320,B,The International Journal of Psychoanalysis,1701,Psychology,,,,,0020-7578,1745-8315,,
33440,C,The International Journal of Punishment and Sentencing,1801,Law,,,,,1449-9045,,,
41034,C,The International Journal of Risk and Safety in Medicine: side effects of drugs - devices - surgery - prevention - liability,1103,Clinical Sciences,,,,,0924-6479,1878-6847,,
41427,B,The International Journal of Sport and Society,1599,"Other Commerce, Management, Tourism and Services",1608,Sociology,,,1835-7490,,,
39930,C,The International Journal of the Arts in Society,1302,Curriculum and Pedagogy ,1901,Art Theory and Criticism,1905,Visual Arts and Crafts,1833-1866,,,
7251,B,The International Journal of the History of Sport,2103,Historical Studies,,,,,0952-3367,1743-9035,1462-1495,
41426,C,The International Journal of Virtual Reality,0801,Artificial Intelligence and Image Processing,,,,,1081-1451,,,
4390,C,The International Journal on Hydropower and Dams,0905,Civil Engineering,,,,,1352-2523,,,
20148,C,The International Journal on School Disaffection,1301,Education Systems ,,,,,1478-8497,1747-9207,,
41425,C,The International Scope Review,1608,Sociology,1606,Political Science,1699,Other Studies In Human Society,1374-1217,,,
41424,B,The Internet Journal of Academic Physician Assistants,11,Medical and Health Sciences,,,,,1092-4078,,,
15568,C,"The Internet Journal of Asthma, Allergy and Immunology",1107,Immunology,,,,,1532-0642,,,
41423,C,The Internet Journal of Cardiology,1102,Cardiovascular Medicine and Haematology,,,,,1528-834X,,,
41421,C,The Internet Journal of Medical Technology,1103,Clinical Sciences,,,,,1559-4610,1540-2657,,
2537,C,The Internet Journal of Microbiology,0605,Microbiology ,1108,Medical Microbiology,,,1937-8289,,,
41420,C,The Internet Journal of Nuclear Medicine,1103,Clinical Sciences,,,,,1539-4638,,,
14780,C,The Internet Journal of Pharmacology,1115,Pharmacology and Pharmaceutical Sciences,,,,,1531-2976,,,
41419,C,The Internet Journal of Radiology,1103,Clinical Sciences,,,,,1528-8404,,,
5639,C,The Internet Journal of Veterinary Medicine,0707,Veterinary Sciences,,,,,1937-8165,,,
34713,C,The Interpreter and Translator Trainer,2003,Language Studies,,,,,1750-399X,,,
35271,C,The Irish Journal of French Studies,2005,Literary Studies,2002,Cultural Studies,,,1649-1335,,,
7263,B,The Irish Sword: the journal of the military history society of lreland,2103,Historical Studies,,,,,0021-1389,,,
31498,A,The Italianist,2005,Literary Studies,,,,,0261-4340,1748-619X,,
41138,B,The JALT CALL Journal,1302,Curriculum and Pedagogy ,2003,Language Studies,,,1832-4215,,,
18558,B,The Japanese Economy: translations and studies,1402,Applied Economics,,,,,1097-203X,1944-7256,,
11460,C,The Journal for Cultural and Religious Theory,2002,Cultural Studies,2204,Religion and Religious Studies,,,1530-5228,,,
30546,B,The Journal for Education in the Built Environment,13,Education,12,Built Environment and Design,,,1747-4205,,,
34822,C,The Journal for MultiMedia History,1902,"Film, Television and Digital Media",,,,,1528-3844,,,
40640,B,The Journal for the Public University,1608,Sociology,,,,,1449-5481,,,
44932,C,The Journal for Transdisciplinary Environmental Studies,1205,Urban and Regional Planning,,,,,1602-2297,,,
10601,A,The Journal of Academic Librarianship,0807,Library and Information Studies,,,,,0099-1333,1879-1999,,
35646,C,The Journal of Academy of Business and Economics,14,Economics,,,,,1542-8710,,,
20784,C,The Journal of Accelerated Learning and Teaching,1303,Specialist Studies In Education,,,,,1534-6536,,,
35937,C,The Journal of Accounting Case Research,1501,"Accounting, Auditing and Accountability",,,,,1192-2621,,,
11908,C,The Journal of African American Children's Literature,2005,Literary Studies,,,,,1557-2684,,,
5187,A,The Journal of Agricultural Science,07,Agricultural and Veterinary Sciences,,,,,0021-8596,1469-5146,0354-3498,
6347,C,The Journal of Applied Behavioral Science,1503,Business and Management,1701,Psychology,1702,Cognitive Science,0021-8863,1552-6879,,
40325,Not ranked,The Journal of Applied Law and Policy (JALAP),1801,Law,,,,,1836-6953,,,
20881,A*,The Journal of Architecture,1201,Architecture,,,,,1360-2365,1466-4410,,
35934,B,The Journal of Asset Management,1502,"Banking, Finance and Investment",,,,,1470-8272,1479-179X,,
11913,A,The Journal of Beckett Studies,2005,Literary Studies,,,,,0309-5207,1759-7811,,
40737,C,The Journal of Biocommunication,0606,Physiology ,,,,,0094-2499,1936-4563,0274-497X,
19994,C,The Journal of Border Educational Research,13,Education,,,,,1548-3185,,,
19150,A*,The Journal of Business (Chicago),1503,Business and Management,,,,,0021-9398,,,
10388,B,The Journal of Canadian Art History,1901,Art Theory and Criticism,,,,,0315-4297,,,
16325,C,"The Journal of Cardiovascular Surgery: a journal on cardiac, vascular and thoracic surgery",1102,Cardiovascular Medicine and Haematology,,,,,0021-9509,1827-191X,,
2233,A*,The Journal of Cell Biology,0601,Biochemistry and Cell Biology,,,,,0021-9525,1540-8140,,
3139,C,The Journal of Cetacean Research and Management,0608,Zoology,,,,,1561-0713,,,
19171,C,The Journal of Change Management,1503,Business and Management,,,,,1469-7017,1479-1811,,
1453,B,The Journal of Chemical Thermodynamics,0915,Interdisciplinary Engineering,0306,Physical Chemistry (Incl. Structural),,,0021-9614,1096-3626,,
11915,B,The Journal of Children's Literature Studies,2005,Literary Studies,,,,,1743-0526,,,
32608,C,The Journal of Clinical Dentistry: the international journal of applied dental research,1105,Dentistry,,,,,0895-8831,,,
34966,B,The Journal of Clinical Ethics,2201,Applied Ethics,2203,Philosophy ,,,1046-7890,1945-5879,,
42114,B,The Journal of Clinical Sleep Medicine,1199,Other Medical and Health Sciences,1103,Clinical Sciences,,,1550-9389,1550-9397,,
8864,A,The Journal of Comparative Germanic Linguistics,2004,Linguistics,,,,,1383-4924,1572-8552,,
34133,C,The Journal of Complementary Medicine: the independent peer-reviewed journal for healthcare professionals,1104,Complementary and Alternative Medicine,,,,,1446-8263,,,
31099,C,The Journal of Cost Analysis and Management,1501,"Accounting, Auditing and Accountability",,,,,1541-1656,,,
6385,B,The Journal of Creative Behavior,1701,Psychology,1702,Cognitive Science,,,0022-0175,,,
15887,C,The Journal of Czech Physicians,1103,Clinical Sciences,,,,,0008-7335,,,
8865,A,The Journal of Deaf Studies and Deaf Education,1303,Specialist Studies In Education,,,,,1081-4159,1465-7325,,
21437,C,The Journal of Econometric Study of Northeast Asia (JESNA),1403,Econometrics ,,,,,1880-6988,,,
18573,B,The Journal of Economic Education,1302,Curriculum and Pedagogy ,,,,,0022-0485,,,
18661,A,The Journal of Economic History,1402,Applied Economics,2202,History and Philosophy Of Specific Fields,,,0022-0507,1471-6372,,
18413,C,The Journal of Economic Inequality,1402,Applied Economics,,,,,1569-1721,1573-8701,,
20027,B,The Journal of Educational Research,13,Education,,,,,0022-0671,1940-0675,,
13093,C,The Journal of Electroconvulsive Therapy,1103,Clinical Sciences,,,,,1095-0680,1533-4112,,
9278,C,The Journal of Electronic Publishing,1903,Journalism and Professional Writing,,,,,1080-2711,,,
19666,C,The Journal of Environmental Education,05,Environmental Sciences,13,Education,12,Built Environment and Design,0095-8964,1940-1892,,
8469,A,The Journal of Ethics: an international philosophical review,2203,Philosophy ,2203,Philosophy ,,,1382-4554,1572-8609,,
2946,C,The Journal of Eukaryotic Microbiology,0608,Zoology,0605,Microbiology ,,,1066-5234,1550-7408,,
2090,A,The Journal of Experimental Biology,06,Biological Sciences,,,,,0022-0949,1477-9145,,
35752,C,The Journal of Film Music,1902,"Film, Television and Digital Media",1904,Performing Arts and Creative Writing,,,1087-7142,,,
19566,A*,The Journal of Finance,1502,"Banking, Finance and Investment",,,,,0022-1082,1540-6261,,
35990,B,The Journal of Gambling Business and Economics,1504,Commercial Services,1402,Applied Economics,,,1751-7990,1751-8008,,
2486,C,The Journal of General and Applied Microbiology,0605,Microbiology ,,,,,0022-1260,1349-8037,,
6416,C,The Journal of Genetic Psychology,1701,Psychology,1702,Cognitive Science,,,0022-1325,1940-0896,,
1808,A,The Journal of Geology,0403,Geology,,,,,0022-1376,1537-5269,,
4646,A,The Journal of Global Positioning Systems,0909,Geomatic Engineering ,1005,Communications Technologies,,,1446-3156,,,
20407,C,The Journal of Graduate Education,1301,Education Systems ,,,,,1354-0653,,,
16393,C,The Journal of Heart Valve Disease,1102,Cardiovascular Medicine and Haematology,,,,,0966-8519,,,
40095,A,The Journal of High Energy Physics,01,Mathematical Sciences,02,Physical Sciences,,,1029-8479,,,
19360,C,The Journal of High Technology Management Research,1503,Business and Management,,,,,1047-8310,1879-1638,,
12786,C,The Journal of Higher Criticism,2204,Religion and Religious Studies,,,,,1075-7139,,,
41822,Not ranked,The Journal of Hindu Studies,2204,Religion and Religious Studies,,,,,1756-4255,1756-4263,,
39590,B,The Journal of Homotopy and Related Structures,0101,Pure Mathematics,,,,,1512-2891,,,
